,Given Stock,Symbol,ISIN,Status,Date of Listing,Basic Industry,Sectoral Index,Macro-Economic Sector,Sector,Industry
175,AXISBNKETF,AXISBNKETF,INF846K01X63,Listed,09-Nov-2020,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
176,AXISBPSETF,AXISBPSETF,INF846K01Z04,Listed,18-May-2021,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
177,AXISCADES,AXISCADES,INE555B01013,Listed,21-Dec-2000,IT Enabled Services,NIFTY IT                                          ,Information Technology,Information Technology,IT - Services
178,AXISCETF,AXISCETF,INF846K016C7,Listed,23-Sep-2021,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
179,AXISGOLD,AXISGOLD,INF846K01W80,Listed,16-Nov-2010,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
180,AXISHCETF,AXISHCETF,INF846K01Z12,Listed,21-May-2021,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
181,AXISILVER,AXISILVER,INF846K011K1,Listed,27-Sep-2022,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
182,AXISNIFTY,AXISNIFTY,INF846K01W98,Listed,07-Jul-2017,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
183,AXISTECETF,AXISTECETF,INF846K01Y96,Listed,31-Mar-2021,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
184,AXITA,AXITA,INE02EZ01022,Listed,21-Jun-2022,Other Textile Products,NA,Consumer Discretionary,Textiles,Textiles & Apparels
185,AYMSYNTEX,AYMSYNTEX,INE193B01039,Listed,14-Aug-2015,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
186,BAFNAPH,BAFNAPH,INE878I01022,Listed,27-Feb-2020,Pharmaceuticals,NA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
187,BAGFILMS,BAGFILMS,INE116D01028,Listed,29-Jan-2007,TV Broadcasting & Software Production,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Entertainment
188,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Listed,26-May-2008,2/3 Wheelers,NIFTY AUTO                                        ,Consumer Discretionary,Automobile and Auto Components,Automobiles
189,BAJAJCON,BAJAJCON,INE933K01021,Listed,18-Aug-2010,Personal Care,NIFTY FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products
190,BAJAJELEC,BAJAJELEC,INE193E01025,Listed,02-Nov-2007,Household Appliances,NIFTY INDIA CONSUMPTION                           ,Consumer Discretionary,Consumer Durables,Consumer Durables
191,BAJAJFINSV,BAJAJFINSV,INE918I01026,Listed,26-May-2008,Holding Company,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
192,BAJAJHCARE,BAJAJHCARE,INE411U01027,Listed,25-Nov-2021,Pharmaceuticals,NA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
193,BAJAJHIND,BAJAJHIND,INE306A01021,Listed,10-May-1995,Sugar,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
194,BAJAJHLDNG,BAJAJHLDNG,INE118A01012,Listed,15-Mar-1995,Holding Company,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
195,BAJFINANCE,BAJFINANCE,INE296A01024,Listed,01-Apr-2003,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
196,BALAJITELE,BALAJITELE,INE794B01026,Listed,22-Nov-2000,Media & Entertainment,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Entertainment
197,BALAMINES,BALAMINES,INE050E01027,Listed,05-Apr-2007,Specialty Chemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
198,BALAXI,BALAXI,INE618N01014,Listed,30-Nov-2015,Pharmaceuticals,NIFTY 500                                         ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
199,BALKRISHNA,BALKRISHNA,INE875R01011,Listed,28-Jul-2015,Paper & Paper Products,NIFTY 500                                         ,Commodities,Forest Materials,Paper Forest & Jute Products
200,BALKRISIND,BALKRISIND,INE787D01026,Listed,27-Jan-2006,Tyres & Rubber Products,NIFTY AUTO                                        ,Consumer Discretionary,Automobile and Auto Components,Auto Components
201,BALMLAWRIE,BALMLAWRIE,INE164A01016,Listed,06-Jul-1995,Diversified,NIFTY 500                                         ,Diversified,Diversified,Diversified
202,BALPHARMA,BALPHARMA,INE083D01012,Listed,08-May-2006,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
203,BALRAMCHIN,BALRAMCHIN,INE119A01028,Listed,08-Feb-1995,Sugar,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
204,BANARBEADS,BANARBEADS,INE655B01011,Listed,07-Jul-1995,Gems Jewellery And Watches,NIFTY 500                                         ,Consumer Discretionary,Consumer Durables,Consumer Durables
205,BANARISUG,BANARISUG,INE459A01010,Listed,28-May-2003,Sugar,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
206,BANCOINDIA,BANCOINDIA,INE213C01025,Listed,22-Dec-2006,Auto Components & Equipments,NIFTY AUTO                                        ,Consumer Discretionary,Automobile and Auto Components,Auto Components
207,BANDHANBNK,BANDHANBNK,INE545U01014,Listed,27-Mar-2018,Private Sector Bank,NIFTY BANK                                        ,Financial Services,Financial Services,Banks
208,BANG,BANG,INE863I01016,Listed,20-Feb-2008,Garments & Apparels,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
209,BANKA,BANKA,INE862Y01015,Listed,29-Oct-2020,Civil Construction,NA,Industrials,Construction,Construction
210,BANKBARODA,BANKBARODA,INE028A01039,Listed,19-Feb-1997,Public Sector Bank,NIFTY BANK                                        ,Financial Services,Financial Services,Banks
211,BANKBEES,BANKBEES,INF204KB15I9,Listed,04-Jun-2004,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
212,BANKINDIA,BANKINDIA,INE084A01016,Listed,30-Apr-1997,Public Sector Bank,NIFTY BANK                                        ,Financial Services,Financial Services,Banks
213,BANSWRAS,BANSWRAS,INE629D01020,Listed,11-Apr-2007,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
214,BARBEQUE,BARBEQUE,INE382M01027,Listed,07-Apr-2021,Restaurants,NA,Consumer Discretionary,Consumer Services,Leisure Services
215,BARTRONICS,BARTRONICS,INE855F01034,Listed,12-Jan-2006,IT Enabled Services,NIFTY IT                                          ,Information Technology,Information Technology,IT - Services
216,BASF,BASF,INE373A01013,Listed,17-May-1995,Specialty Chemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
217,BASML,BASML,INE186H01022,Listed,14-Nov-2005,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
218,BATAINDIA,BATAINDIA,INE176A01028,Listed,18-Jun-2003,Footwear,NIFTY 500                                         ,Consumer Discretionary,Consumer Durables,Consumer Durables
219,BAYERCROP,BAYERCROP,INE462A01022,Permitted to trade,08-Jan-2010,Pesticides & Agrochemicals,NIFTY 500,Commodities,Chemicals,Fertilizers & Agrochemicals
220,BBETF0432,BBETF0432,INF754K01OB1,Listed,17-Dec-2021,NA,NA,,,
221,BBL,BBL,INE464A01028,Listed,21-Nov-2006,Other Electrical Equipment,NIFTY 500                                         ,Industrials,Capital Goods,Electrical Equipment
222,BBOX,BBOX,INE676A01027,Listed,22-Jul-2003,IT Enabled Services,NA,Information Technology,Information Technology,IT - Services
223,BBTC,BBTC,INE050A01025,Listed,03-Apr-1996,Packaged Foods,NIFTY 500                                         ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
224,BBTCL,BBTCL,INE01EE01011,Listed,15-Oct-2018,NA,NA,,,
225,BCG,BCG,INE425B01027,Listed,08-May-2015,IT Enabled Services,NIFTY IT,Information Technology,Information Technology,IT - Services
226,BCLIND,BCLIND,INE412G01016,Listed,04-Mar-2021,Edible Oil,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
227,BCONCEPTS,BCONCEPTS,INE977Y01011,Listed,11-Jan-2022,Plastic Products - Consumer,NA,Consumer Discretionary,Consumer Durables,Consumer Durables
228,BCP,BCP,INE905P01028,Permitted to trade,19-Aug-2019,Cables - Electricals,NA,Industrials,Capital Goods,Industrial Products
229,BDL,BDL,INE171Z01018,Listed,23-Mar-2018,Aerospace & Defense,NIFTY INFRASTRUCTURE                              ,Industrials,Capital Goods,Aerospace & Defense
230,BEARDSELL,BEARDSELL,INE520H01022,Listed,13-Jan-2015,Packaging,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
231,BECTORFOOD,BECTORFOOD,INE495P01012,Listed,24-Dec-2020,Packaged Foods,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
232,BEDMUTHA,BEDMUTHA,INE844K01012,Listed,14-Oct-2010,Iron & Steel Products,NIFTY METAL                                       ,Industrials,Capital Goods,Industrial Products
233,BEL,BEL,INE263A01024,Listed,19-Jul-2000,Aerospace & Defense,NIFTY 500                                         ,Industrials,Capital Goods,Aerospace & Defense
234,BEML,BEML,INE258A01016,Listed,05-Nov-2003,Construction Vehicles,NIFTY 500                                         ,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles
235,BEPL,BEPL,INE922A01025,Listed,21-Mar-2005,Specialty Chemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
236,BERGEPAINT,BERGEPAINT,INE463A01038,Listed,24-Nov-1999,Paints,NIFTY 500                                         ,Consumer Discretionary,Consumer Durables,Consumer Durables
237,BESTAGRO,BESTAGRO,INE052T01013,Permitted to trade,22-Feb-2021,Pesticides & Agrochemicals,NA,Commodities,Chemicals,Fertilizers & Agrochemicals
238,BETA,BETA,INE351Y01019,Listed,12-Oct-2017,Pharmaceuticals,NA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
239,BEWLTD,BEWLTD,INE0HQI01014,Listed,16-Sep-2021,Industrial Equipments,NA,Industrials,Capital Goods,Industrial Manufacturing
240,BFINVEST,BFINVEST,INE878K01010,Listed,14-Jan-2011,Holding Company,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
241,BFUTILITIE,BFUTILITIE,INE243D01012,Listed,03-May-2007,Civil Construction,NIFTY INFRASTRUCTURE                              ,Industrials,Construction,Construction
242,BGRENERGY,BGRENERGY,INE661I01014,Listed,03-Jan-2008,Engineering Designing & Construction,NIFTY INFRASTRUCTURE                              ,Industrials,Construction,Construction
243,BHAGCHEM,BHAGCHEM,INE414D01019,Listed,18-Oct-2021,Pesticides & Agrochemicals,NA,Commodities,Chemicals,Fertilizers & Agrochemicals
244,BHAGERIA,BHAGERIA,INE354C01027,Listed,02-Mar-2016,Dyes And Pigments,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
245,BHAGYANGR,BHAGYANGR,INE458B01036,Listed,17-May-2017,Copper,NIFTY METAL                                       ,Commodities,Metals & Mining,Non - Ferrous Metals
246,BHAGYAPROP,BHAGYAPROP,INE363W01018,Listed,20-Jul-2017,Diversified Commercial Services,NIFTY REALTY                                      ,Services,Services,Commercial Services & Supplies
247,BHANDARI,BHANDARI,INE474E01029,Listed,30-Jan-2017,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
248,BHARATFORG,BHARATFORG,INE465A01025,Listed,04-Apr-2003,Castings & Forgings,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
249,BHARATGEAR,BHARATGEAR,INE561C01019,Listed,03-Apr-1996,Auto Components & Equipments,NIFTY 500                                         ,Consumer Discretionary,Automobile and Auto Components,Auto Components
250,BHARATRAS,BHARATRAS,INE838B01013,Listed,11-Oct-1995,Pesticides & Agrochemicals,NIFTY 500                                         ,Commodities,Chemicals,Fertilizers & Agrochemicals
251,BHARATWIRE,BHARATWIRE,INE316L01019,Listed,01-Apr-2016,Iron & Steel Products,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
252,BHARTIARTL,BHARTIARTL,INE397D01024,Listed,15-Feb-2002,Telecom - Cellular & Fixed line services,NIFTY 500                                         ,Telecommunication,Telecommunication,Telecom - Services
253,BHEL,BHEL,INE257A01026,Listed,11-Nov-2003,Heavy Electrical Equipment,NIFTY 500                                         ,Industrials,Capital Goods,Electrical Equipment
254,BIGBLOC,BIGBLOC,INE412U01025,Listed,02-Sep-2016,Cement & Cement Products,NIFTY INFRASTRUCTURE                              ,Commodities,Construction Materials,Cement & Cement Products
255,BIL,BIL,INE828A01016,Listed,12-Apr-2000,Leather And Leather Products,NIFTY 500                                         ,Consumer Discretionary,Consumer Durables,Consumer Durables
256,BINDALAGRO,BINDALAGRO,INE143A01010,Listed,28-Aug-1996,Investment Company,NIFTY 500                                         ,Financial Services,Financial Services,Finance
257,BIOCON,BIOCON,INE376G01013,Listed,07-Apr-2004,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
258,BIOFILCHEM,BIOFILCHEM,INE829A01014,Listed,12-Jun-1996,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
259,BIRET,BIRET,INE0FDU25010,Listed,16-Feb-2021,Real Estate Investment Trusts (REITs),NA,Consumer Discretionary,Realty,Realty
260,BIRLACABLE,BIRLACABLE,INE800A01015,Listed,06-Dec-1995,Telecom - Equipment & Accessories,NIFTY 500                                         ,Telecommunication,Telecommunication,Telecom - Equipment & Accessories
261,BIRLACORPN,BIRLACORPN,INE340A01012,Listed,12-Apr-1995,Cement & Cement Products,NIFTY COMMODITIES                                 ,Commodities,Construction Materials,Cement & Cement Products
262,BIRLAMONEY,BIRLAMONEY,INE865C01022,Listed,07-Feb-2008,Stockbroking & Allied,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Capital Markets
263,BKMINDST,BKMINDST,INE831Q01016,Listed,30-Mar-2015,Packaging,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
264,BLBLIMITED,BLBLIMITED,INE791A01024,Listed,31-May-2000,Investment Company,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
265,BLISSGVS,BLISSGVS,INE416D01022,Listed,26-Jul-2010,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
266,BLKASHYAP,BLKASHYAP,INE350H01032,Listed,17-Mar-2006,Civil Construction,NIFTY REALTY                                      ,Industrials,Construction,Construction
267,BLS,BLS,INE153T01027,Listed,14-Jun-2016,Tour Travel Related Services,NIFTY 500                                         ,Consumer Discretionary,Consumer Services,Leisure Services
268,BLUEDART,BLUEDART,INE233B01017,Listed,12-Dec-2002,Logistics Solution Provider,NIFTY INFRASTRUCTURE                              ,Services,Services,Transport Services
269,BLUESTARCO,BLUESTARCO,INE472A01039,Listed,15-Jun-2000,Air Conditioner,NIFTY INDIA CONSUMPTION                           ,Consumer Discretionary,Consumer Durables,Consumer Durables
270,BMETRICS,BMETRICS,INE0I3Y01014,Listed,12-Oct-2021,Trading & Distributors,NA,Services,Services,Commercial Services & Supplies
271,BODALCHEM,BODALCHEM,INE338D01028,Listed,22-Aug-2011,Dyes And Pigments,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
272,BOMDYEING,BOMDYEING,INE032A01023,Listed,26-Apr-1995,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
273,BOROLTD,BOROLTD,INE02PY01013,Listed,22-Jul-2020,Glass - Consumer,NA,Consumer Discretionary,Consumer Durables,Consumer Durables
274,BORORENEW,BORORENEW,INE666D01022,Listed,25-May-2018,Glass - Industrial,NA,Industrials,Capital Goods,Industrial Products
275,BOSCHLTD,BOSCHLTD,INE323A01026,Listed,12-May-2003,Auto Components & Equipments,NIFTY 500                                         ,Consumer Discretionary,Automobile and Auto Components,Auto Components
276,BPCL,BPCL,INE029A01011,Listed,13-Sep-1995,Refineries & Marketing,NIFTY 500                                         ,Energy,Oil Gas & Consumable Fuels,Petroleum Products
277,BPL,BPL,INE110A01019,Listed,14-Jun-1995,Consumer Electronics,NIFTY INDIA CONSUMPTION                           ,Consumer Discretionary,Consumer Durables,Consumer Durables
